path,class_id,class_name,top-1-pre_ID,top-1-pre_name,top-2-pre_ID,top-2-pre_name,top-3-pre_ID,top-3-pre_name,top-4-pre_ID,top-4-pre_name,top-5-pre_ID,top-5-pre_name,top-n_corr,0-belive,1-belive,2-belive,3-belive,4-belive,5-belive
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_164.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,5,ventral enclosure,3,before intercalation,True,0.99845994,5.969617e-06,7.8551e-07,2.2320023e-06,0.0015269705,4.0025902e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_165.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,5,ventral enclosure,3,before intercalation,True,0.99974984,6.846891e-05,1.8529834e-06,9.508283e-06,0.00013992857,3.0384143e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_166.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,3,before intercalation,5,ventral enclosure,True,0.9994686,9.583694e-05,9.867702e-08,4.0004724e-07,0.00043472415,2.4835947e-07
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_170.png,0,1.5fold,0,1.5fold,4,rotation,5,ventral enclosure,1,2fold,3,before intercalation,True,0.84968823,0.00018505768,5.3265914e-05,0.000153995,0.14614902,0.0037704525
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_171.png,0,1.5fold,0,1.5fold,4,rotation,5,ventral enclosure,2,dorsal intercalation,1,2fold,True,0.9973585,3.3191263e-06,6.633392e-05,1.0233906e-06,0.0025021585,6.865532e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_172.png,0,1.5fold,0,1.5fold,4,rotation,5,ventral enclosure,1,2fold,2,dorsal intercalation,True,0.99985623,2.7776748e-06,1.2536999e-06,2.0742121e-07,0.00010866759,3.0766078e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_173.png,0,1.5fold,0,1.5fold,4,rotation,5,ventral enclosure,1,2fold,3,before intercalation,True,0.98267627,2.2145825e-05,2.1383947e-07,1.0588997e-06,0.017262712,3.7552694e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_188.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,5,ventral enclosure,2,dorsal intercalation,True,0.99838245,5.5899534e-05,7.837524e-06,3.2779242e-06,0.0015190528,3.1453656e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_192.png,0,1.5fold,0,1.5fold,4,rotation,5,ventral enclosure,1,2fold,3,before intercalation,True,0.99783176,5.175202e-05,6.5726194e-06,1.16963065e-05,0.0019933106,0.00010499426
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_195.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,5,ventral enclosure,3,before intercalation,True,0.99986434,3.4934503e-05,2.9418263e-06,5.9242e-06,5.6946643e-05,3.485337e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_198.png,0,1.5fold,0,1.5fold,4,rotation,2,dorsal intercalation,5,ventral enclosure,1,2fold,True,0.9997472,1.0990267e-06,6.321712e-06,1.2441441e-07,0.00024251851,2.6874911e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_2.png,0,1.5fold,0,1.5fold,1,2fold,3,before intercalation,4,rotation,5,ventral enclosure,True,0.99984443,0.00015271387,2.0373423e-07,1.4599698e-06,8.469714e-07,3.09512e-07
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_200.png,0,1.5fold,0,1.5fold,4,rotation,2,dorsal intercalation,5,ventral enclosure,1,2fold,True,0.9644987,1.1906305e-05,0.0001565067,3.9202514e-06,0.035280745,4.818105e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_201.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,2,dorsal intercalation,3,before intercalation,True,0.99987423,5.464957e-05,1.2291022e-05,1.7191287e-06,5.536816e-05,1.6848554e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_203.png,0,1.5fold,0,1.5fold,1,2fold,4,rotation,5,ventral enclosure,2,dorsal intercalation,True,0.99932635,0.0005894569,2.6653959e-06,1.3020141e-06,4.553758e-05,3.4826116e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_204.png,0,1.5fold,0,1.5fold,1,2fold,5,ventral enclosure,2,dorsal intercalation,4,rotation,True,0.9996959,0.00021318605,1.9755269e-05,1.7648042e-06,1.4721049e-05,5.456608e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_205.png,0,1.5fold,0,1.5fold,1,2fold,4,rotation,5,ventral enclosure,3,before intercalation,True,0.9996569,0.00027891473,2.171051e-06,2.9028745e-06,5.0595154e-05,8.474932e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_208.png,0,1.5fold,0,1.5fold,4,rotation,2,dorsal intercalation,5,ventral enclosure,1,2fold,True,0.99913484,7.250018e-06,7.757706e-05,3.8657986e-06,0.0007350648,4.1365714e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_211.png,0,1.5fold,0,1.5fold,4,rotation,5,ventral enclosure,2,dorsal intercalation,1,2fold,True,0.8529345,3.0210253e-05,6.028964e-05,1.522722e-05,0.1421379,0.004821891
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_213.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,5,ventral enclosure,3,before intercalation,True,0.9999713,3.6372608e-06,1.7474359e-07,2.3534892e-07,2.3818267e-05,8.9845395e-07
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_23.png,0,1.5fold,0,1.5fold,1,2fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.47980148,0.4783632,0.000282743,0.04134387,2.5329688e-05,0.00018342673
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_37.png,0,1.5fold,0,1.5fold,1,2fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.7312317,0.268293,7.5004964e-06,0.00046278702,2.2084482e-06,2.8181125e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_40.png,0,1.5fold,0,1.5fold,1,2fold,3,before intercalation,4,rotation,5,ventral enclosure,True,0.9872021,0.012768706,1.1175065e-06,2.226408e-05,3.6916088e-06,2.1382637e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_43.png,0,1.5fold,0,1.5fold,1,2fold,4,rotation,3,before intercalation,2,dorsal intercalation,True,0.9999865,1.319799e-05,3.3265014e-08,5.2897406e-08,2.0252853e-07,2.9636668e-08
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_51.png,0,1.5fold,0,1.5fold,1,2fold,4,rotation,5,ventral enclosure,3,before intercalation,True,0.9993845,0.00034252397,3.535615e-06,5.685088e-06,0.00019738337,6.630458e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_56.png,0,1.5fold,0,1.5fold,1,2fold,5,ventral enclosure,4,rotation,2,dorsal intercalation,True,0.99983644,0.00013361093,3.8757657e-06,2.5192687e-06,9.648231e-06,1.3802538e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_64.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,5,ventral enclosure,2,dorsal intercalation,True,0.99993825,3.197819e-06,3.5586257e-07,3.5372412e-07,5.5651755e-05,2.1502046e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_69.png,0,1.5fold,0,1.5fold,1,2fold,4,rotation,2,dorsal intercalation,3,before intercalation,True,0.9982343,0.001528953,4.2063253e-05,2.1895781e-05,0.00016321255,9.593119e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_74.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,5,ventral enclosure,2,dorsal intercalation,True,0.9993549,1.1614745e-05,4.6653582e-07,1.0053238e-07,0.00062851567,4.362738e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\1.5fold_8.png,0,1.5fold,0,1.5fold,1,2fold,5,ventral enclosure,3,before intercalation,2,dorsal intercalation,True,0.99199486,0.0061173774,0.00013977259,0.00044667424,0.00011250704,0.0011888582
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\2_330.png,0,1.5fold,0,1.5fold,1,2fold,5,ventral enclosure,4,rotation,3,before intercalation,True,0.9997999,0.00017160167,5.9440515e-07,2.3144726e-06,4.237027e-06,2.1250315e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\355_3.png,0,1.5fold,0,1.5fold,1,2fold,5,ventral enclosure,4,rotation,3,before intercalation,True,0.9999714,2.7432941e-05,1.1122452e-07,1.2450927e-07,4.1984745e-07,4.4233983e-07
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\425.png,0,1.5fold,0,1.5fold,4,rotation,5,ventral enclosure,1,2fold,2,dorsal intercalation,True,0.9999037,5.2179007e-07,3.965133e-08,5.010541e-09,8.948447e-05,6.2155887e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\430.png,0,1.5fold,0,1.5fold,1,2fold,4,rotation,2,dorsal intercalation,5,ventral enclosure,True,0.9996747,0.0002231734,3.0475983e-06,2.694837e-07,9.854476e-05,2.8855138e-07
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\445.png,0,1.5fold,0,1.5fold,4,rotation,5,ventral enclosure,1,2fold,2,dorsal intercalation,True,0.9868194,5.555927e-07,5.316088e-07,1.1367651e-07,0.013120295,5.9103855e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_1001 - 25.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,5,ventral enclosure,3,before intercalation,True,0.99931216,5.435508e-05,1.4811317e-06,2.1748333e-06,0.00062023284,9.692646e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_1014 - 10.png,0,1.5fold,0,1.5fold,1,2fold,4,rotation,5,ventral enclosure,3,before intercalation,True,0.9999845,9.840356e-06,3.571729e-08,2.4612189e-07,4.731543e-06,6.1521354e-07
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_1014 - 9.png,0,1.5fold,0,1.5fold,1,2fold,4,rotation,5,ventral enclosure,3,before intercalation,True,0.99984515,0.00013462099,4.6605388e-07,9.726904e-07,1.1081485e-05,7.708522e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_1026 - 6.png,0,1.5fold,0,1.5fold,1,2fold,3,before intercalation,4,rotation,5,ventral enclosure,True,0.9537964,0.045898635,2.0973435e-05,0.0001278356,0.0001225921,3.3671924e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_1026 - 62.png,0,1.5fold,0,1.5fold,1,2fold,3,before intercalation,4,rotation,5,ventral enclosure,True,0.6696327,0.33009768,1.0339134e-05,0.0001413538,9.797137e-05,2.0034411e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_13533DIC.png,0,1.5fold,0,1.5fold,1,2fold,2,dorsal intercalation,4,rotation,3,before intercalation,True,0.99980885,0.00012415202,3.5694964e-05,1.06579655e-05,1.4141045e-05,6.5395475e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_14044DIC.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,5,ventral enclosure,2,dorsal intercalation,True,0.99846256,0.00040539354,3.071124e-05,2.7782413e-05,0.0009644993,0.00010910168
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_14048DIC.png,0,1.5fold,0,1.5fold,1,2fold,3,before intercalation,5,ventral enclosure,2,dorsal intercalation,True,0.99960583,0.00038633947,7.248906e-08,6.5959252e-06,5.5076026e-08,1.1912094e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_14060DIC.png,0,1.5fold,0,1.5fold,4,rotation,2,dorsal intercalation,5,ventral enclosure,1,2fold,True,0.99732494,2.778374e-06,4.1950138e-05,1.145356e-06,0.0026068992,2.2231032e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_14065DIC.png,0,1.5fold,0,1.5fold,1,2fold,5,ventral enclosure,4,rotation,2,dorsal intercalation,True,0.99997056,1.5207132e-05,3.982348e-07,1.6469713e-07,2.4201445e-06,1.1271542e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_14138DIC.png,0,1.5fold,0,1.5fold,5,ventral enclosure,4,rotation,1,2fold,2,dorsal intercalation,True,0.99904245,4.4191667e-05,1.490146e-05,6.446105e-06,0.00013107077,0.00076093036
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_14185DIC.png,0,1.5fold,0,1.5fold,2,dorsal intercalation,4,rotation,1,2fold,5,ventral enclosure,True,0.99997365,4.2021798e-06,1.0145779e-05,5.0620883e-07,7.5720427e-06,3.8404182e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_14205DIC.png,0,1.5fold,0,1.5fold,1,2fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.99845517,0.0014844278,9.262198e-06,3.673076e-05,5.2860696e-06,9.129381e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_14281DIC.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,2,dorsal intercalation,3,before intercalation,True,0.99731255,1.4044515e-05,1.1031932e-05,7.2458e-06,0.0026482332,6.907255e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_14287DIC.png,0,1.5fold,0,1.5fold,1,2fold,5,ventral enclosure,4,rotation,3,before intercalation,True,0.9997148,0.00023363697,1.8228733e-06,6.185537e-06,1.8688452e-05,2.4914882e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_14294DIC.png,0,1.5fold,0,1.5fold,1,2fold,2,dorsal intercalation,3,before intercalation,4,rotation,True,0.9998294,0.00012401909,3.846628e-05,4.7803337e-06,1.9334009e-06,1.3166255e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_14298DIC.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,3,before intercalation,5,ventral enclosure,True,0.99981636,8.6265936e-05,6.718548e-08,9.304384e-07,9.580082e-05,5.5098786e-07
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_14657DIC.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,5,ventral enclosure,3,before intercalation,True,0.999185,0.00014282815,3.2423488e-06,4.418211e-06,0.00065559684,8.9645955e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_14661DIC.png,0,1.5fold,0,1.5fold,1,2fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.8852009,0.11469698,6.8832846e-06,8.682318e-05,2.8806353e-06,5.6051563e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_14684DIC.png,0,1.5fold,0,1.5fold,1,2fold,5,ventral enclosure,3,before intercalation,4,rotation,True,0.99830997,0.0016652229,1.7786565e-06,7.667564e-06,7.160484e-06,8.172634e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_14688DIC.png,0,1.5fold,0,1.5fold,1,2fold,3,before intercalation,5,ventral enclosure,2,dorsal intercalation,True,0.98052627,0.01942437,1.7129928e-06,4.573759e-05,1.703959e-07,1.7362754e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_14692DIC.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,3,before intercalation,5,ventral enclosure,True,0.99324495,0.00014555515,2.7354823e-05,0.00011319406,0.00636363,0.000105288935
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_14709DIC.png,0,1.5fold,0,1.5fold,1,2fold,2,dorsal intercalation,4,rotation,5,ventral enclosure,True,0.9999534,3.2151034e-05,6.1176447e-06,9.714189e-07,4.8416805e-06,2.4715703e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_14711DIC.png,0,1.5fold,0,1.5fold,1,2fold,2,dorsal intercalation,3,before intercalation,4,rotation,True,0.9999298,6.121571e-05,5.265815e-06,2.7229396e-06,7.8908283e-07,1.4932898e-07
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_14735DIC.png,0,1.5fold,0,1.5fold,4,rotation,5,ventral enclosure,1,2fold,2,dorsal intercalation,True,0.9989864,2.9741284e-06,1.7960544e-07,8.793724e-08,0.000982087,2.8110442e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_14767DIC.png,0,1.5fold,0,1.5fold,1,2fold,2,dorsal intercalation,3,before intercalation,4,rotation,True,0.99852365,0.001415745,2.2381058e-05,1.8247942e-05,1.6697286e-05,3.3287354e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_14786DIC.png,0,1.5fold,0,1.5fold,1,2fold,4,rotation,5,ventral enclosure,3,before intercalation,True,0.9999012,7.977952e-05,8.7507595e-07,9.079067e-07,1.4592835e-05,2.763626e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_14802DIC.png,0,1.5fold,0,1.5fold,1,2fold,2,dorsal intercalation,3,before intercalation,5,ventral enclosure,True,0.99376476,0.006084096,0.000102957245,4.670242e-05,2.668625e-07,1.1793877e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_15068DIC.png,0,1.5fold,0,1.5fold,1,2fold,3,before intercalation,5,ventral enclosure,4,rotation,True,0.9939154,0.0060617225,1.1336091e-06,1.6021791e-05,2.6113955e-06,3.126579e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_15075DIC.png,0,1.5fold,0,1.5fold,1,2fold,3,before intercalation,4,rotation,5,ventral enclosure,True,0.99808204,0.0018682599,5.9599697e-06,1.7551321e-05,1.7306244e-05,8.899846e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_19373DIC.png,0,1.5fold,0,1.5fold,4,rotation,5,ventral enclosure,1,2fold,2,dorsal intercalation,True,0.96448743,2.0209955e-06,6.681381e-07,2.7964802e-07,0.035495367,1.4299748e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_19483DIC.png,0,1.5fold,0,1.5fold,1,2fold,4,rotation,2,dorsal intercalation,5,ventral enclosure,True,0.99952877,0.0003658904,1.924228e-05,2.4810086e-06,7.814841e-05,5.4961547e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_19531DIC.png,0,1.5fold,0,1.5fold,4,rotation,2,dorsal intercalation,1,2fold,5,ventral enclosure,True,0.99974567,5.8498452e-05,7.96054e-05,4.747668e-06,9.8438584e-05,1.2991891e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_20131DIC.png,0,1.5fold,0,1.5fold,1,2fold,4,rotation,3,before intercalation,2,dorsal intercalation,True,0.9990676,0.00090569886,4.003647e-06,7.911708e-06,1.3977992e-05,8.755388e-07
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_20143DIC.png,0,1.5fold,0,1.5fold,1,2fold,4,rotation,5,ventral enclosure,3,before intercalation,True,0.9992254,0.0004996965,1.6418868e-06,1.3758996e-05,0.00024094111,1.8576035e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_20184DIC.png,0,1.5fold,0,1.5fold,1,2fold,4,rotation,5,ventral enclosure,2,dorsal intercalation,True,0.99998,1.1233714e-05,3.694168e-07,3.1499297e-07,7.1427685e-06,1.0065922e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_20199DIC.png,0,1.5fold,0,1.5fold,1,2fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.93709373,0.06282612,7.1463733e-06,6.719606e-05,1.250906e-06,4.5530414e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_20645DIC.png,0,1.5fold,0,1.5fold,1,2fold,2,dorsal intercalation,4,rotation,3,before intercalation,True,0.9998741,0.00010476281,1.6807542e-05,1.5100612e-06,1.926835e-06,9.409623e-07
